objectid,parentid,title,creator,date,archival date,description,site number,subject,location,latitude,longitude,source,identifier,type,format original,format,language,rights,rightsstatement,finding aid,display_template,filename,object_location,image_small,image_thumb
latahsites0062c,latahsites0062,Workers' Neighborhood Historic District [03],"Nielsen, Cameron",2023,2023,,56,,,,,,workers-neighborhood-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,workers-neighborhood-3.jpg,https://objects.lib.uidaho.edu/latahsites/workers-neighborhood-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/workers-neighborhood-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/workers-neighborhood-3_th.jpg
latahsites0062d,latahsites0062,Workers' Neighborhood Historic District [04],,1907,1907,"St. Mary's Catholic Church on Spruce street in Potlatch, Idaho. Built by the Potlatch Lumber Company around 1907.",56,,,,,Potlatch Historical Society,Gale_Town2_29,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,workers-church-phs.jpg,https://objects.lib.uidaho.edu/latahsites/workers-church-phs.jpg,https://objects.lib.uidaho.edu/latahsites/small/workers-church-phs_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/workers-church-phs_th.jpg
latahsites0063,,Carnegie Library,,,,"Built in 1905, the Moscow Carnegie Library is architecturally significant as an early example of the Spanish mission style in Idaho. The baroque gables and finials contribute to the strong local sense of landmark identity for this building. The natural elevation of the site, assisted by its landscaping, further enhances the building’s prominence.",29,Library; baroque; architecture; spanish,"Moscow, Idaho",46.73359323,-116.9981889,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/carnegie-library_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/carnegie-library_th.jpg
latahsites0063a,latahsites0063,Carnegie Library [01],"Nielsen, Cameron",2024,2024,,29,,,,,,carnegie-library,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,carnegie-library.jpg,https://objects.lib.uidaho.edu/latahsites/carnegie-library.jpg,https://objects.lib.uidaho.edu/latahsites/small/carnegie-library_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/carnegie-library_th.jpg
latahsites0063b,latahsites0063,Carnegie Library [02],"Nielsen, Cameron",2024,2024,,29,,,,,,carnegie-library-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,carnegie-library-2.jpg,https://objects.lib.uidaho.edu/latahsites/carnegie-library-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/carnegie-library-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/carnegie-library-2_th.jpg
latahsites0063c,latahsites0063,Carnegie Library [03],,1906,1906,Historic image of the Carnegie Library in Moscow after construction. Donated by Rosa Forney Harrison.,29,,,,,"Idaho photograph collection, PG 005, University of Idaho Library Special Collections and Archives",5-001-02c,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,5-001-02c.jpg,https://objects.lib.uidaho.edu/latahsites/5-001-02c.jpg,https://objects.lib.uidaho.edu/latahsites/small/5-001-02c_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/5-001-02c_th.jpg
latahsites0064,,McConnell-McGuire Building,,,,"The McConnell-McGuire Building is architecturally significant for its excellent cast iron ornamentation. The iron decoration was the first contract for the Moscow Iron Works and is extensive, unique, and of high quality.",31,Cast-iron; historic buildings; architecture,"Moscow, Idaho",46.73350608,-117.0013071,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/mcconnell-mcguire-building_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mcconnell-mcguire-building_th.jpg
latahsites0064a,latahsites0064,McConnell-McGuire Building [01],"Nielsen, Cameron",2024,2024,,31,,,,,,mcconnell-mcguire-building,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mcconnell-mcguire-building.jpg,https://objects.lib.uidaho.edu/latahsites/mcconnell-mcguire-building.jpg,https://objects.lib.uidaho.edu/latahsites/small/mcconnell-mcguire-building_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mcconnell-mcguire-building_th.jpg
latahsites0064b,latahsites0064,McConnell-McGuire Building [02],"Nielsen, Cameron",2024,2024,,31,,,,,,mcconnell-mcguire-building-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,mcconnell-mcguire-building-2.jpg,https://objects.lib.uidaho.edu/latahsites/mcconnell-mcguire-building-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/mcconnell-mcguire-building-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/mcconnell-mcguire-building-2_th.jpg
latahsites0064c,latahsites0064,McConnell-McGuire Building [03],,1891,1891,Historic image of the McConnell-Maguire building built in 1891 at the southeast corner of First and Main streets.,31,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-02-051,Image;StillImage,black and white photograph,image/jpeg,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,,image,90-02-051.jpg,https://objects.lib.uidaho.edu/latahsites/90-02-051.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-02-051_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-02-051_th.jpg
latahsites0064d,latahsites0064,McConnell-McGuire Building [04],,1976,1976,Image of the McConnell-Maguire Building after it was remodeled into Thatuna Apartments.,31,,,,,"Clifford M. Ott Collection, PG 90, University of Idaho Library Special Collections and Archives",90-05-052,Image;StillImage,black and white photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,90-02-052.jpg,https://objects.lib.uidaho.edu/latahsites/90-02-052.jpg,https://objects.lib.uidaho.edu/latahsites/small/90-02-052_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/90-02-052_th.jpg
latahsites0065,,Moscow Downtown Historic District,,,,"Bounded by First, Washington, Sixth, and Jackson Streets, contains buildings built from 1889 to 1953 for commercial purposes illustrating Moscow’s historic role as a regional trade center.",32,Buildings; architecture; downtown,"Moscow, Idaho",46.73271433,-117.0014143,,,,,,,,,,historic_site,,,https://objects.lib.uidaho.edu/latahsites/small/moscow-downtown-historic-district-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/moscow-downtown-historic-district-2_th.jpg
latahsites0065a,latahsites0065,Moscow Downtown Historic District [01],"Nielsen, Cameron",1905-07-16,2024,,32,,,,,,moscow-downtown-historic-district-2,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,moscow-downtown-historic-district-2.jpg,https://objects.lib.uidaho.edu/latahsites/moscow-downtown-historic-district-2.jpg,https://objects.lib.uidaho.edu/latahsites/small/moscow-downtown-historic-district-2_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/moscow-downtown-historic-district-2_th.jpg
latahsites0065b,latahsites0065,Moscow Downtown Historic District [02],"Nielsen, Cameron",1905-07-16,2024,,32,,,,,,moscow-downtown-historic-district-3,Image;StillImage,color photograph,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,image,moscow-downtown-historic-district-3.jpg,https://objects.lib.uidaho.edu/latahsites/moscow-downtown-historic-district-3.jpg,https://objects.lib.uidaho.edu/latahsites/small/moscow-downtown-historic-district-3_sm.jpg,https://objects.lib.uidaho.edu/latahsites/thumbs/moscow-downtown-historic-district-3_th.jpg
