objectid,parentid,title,creator,location,latitude,longitude,date,description,subject,source,transcriber,type,format,language,identifier,rights,rightsstatement,display_template,filename,object_transcript,image_small,image_thumb,object_location,image_alt_text
sakaino283,,"July 21, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-21,"July 21, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-21,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-21.pdf,/objects/1942-07-21.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-21_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-21_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-21.pdf,
sakaino284,sakaino283,"July 21, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-163,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-163.jpg,/objects/mg387_1_7-163b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-163_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-163_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-163.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino285,sakaino283,"July 21, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-164,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-164.jpg,/objects/mg387_1_7-164.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-164_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-164_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-164.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino286,sakaino283,"July 21, 1942 entry, page 3",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-165,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-165.jpg,/objects/mg387_1_7-165.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-165_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-165_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-165.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino287,sakaino283,"July 21, 1942 entry, page 4",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-166,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-166.jpg,/objects/mg387_1_7-166.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-166_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-166_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-166.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino288,sakaino283,"July 21, 1942 entry, page 5",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-167,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-167.jpg,/objects/mg387_1_7-167a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-167_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-167_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-167.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino289,,"July 22, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-22,"July 22, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-22,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-22.pdf,/objects/1942-07-22.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-22_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-22_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-22.pdf,
sakaino290,sakaino289,"July 22, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-167,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-167.jpg,/objects/mg387_1_7-167b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-167_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-167_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-167.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino291,sakaino289,"July 22, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-168,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-168.jpg,/objects/mg387_1_7-168a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-168_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-168_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-168.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino292,,"July 25, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-25,"July 25, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-25,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-25.pdf,/objects/1942-07-25.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-25_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-25_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-25.pdf,
sakaino293,sakaino292,"July 25, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-168,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-168.jpg,/objects/mg387_1_7-168a1.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-168_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-168_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-168.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino294,,"July 26, 1942 entry","Sakaino, Bunro","Camp Livingston, LA",31.442945,-92.375467,1942-07-26,"July 26, 1942, diary entry written by Bunro Sakaino while he was incarcerated at Camp Livingston, near Pineville, Louisiana.",concentration camps; diaries,"MG 387, George Shihei Shitamae papers, Special Collections and Archives, University of Idaho Library","Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,application/pdf,jpn,mg387_1_7-1942-07-26,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,letter,mg387_1_7-1942-07-26.pdf,/objects/1942-07-26.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-1942-07-26_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-1942-07-26_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-1942-07-26.pdf,
sakaino295,sakaino294,"July 26, 1942 entry, page 1",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-168,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-168.jpg,/objects/mg387_1_7-168b.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-168_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-168_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-168.jpg,Lined notebook paper with handwritten Japanese text in ink
sakaino296,sakaino294,"July 26, 1942 entry, page 2",,,,,,,,,"Transcribed and translated by Naoko Tanabe, 2024-2025, of Densho (densho.org)",Text,image/jpeg,jpn,mg387_1_7-169,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,mg387_1_7-169.jpg,/objects/mg387_1_7-169a.md,https://objects.lib.uidaho.edu/sakaino/small/mg387_1_7-169_sm.jpg,https://objects.lib.uidaho.edu/sakaino/thumbs/mg387_1_7-169_th.jpg,https://objects.lib.uidaho.edu/sakaino/mg387_1_7-169.jpg,Lined notebook paper with handwritten Japanese text in ink
