title,description,creator,date,date is approximate?,scientific name,subject,subject (lcsh),subject (lctgm),location,location (lcsh),idaho_county,region,collection,source,identifier,digital identifier,rights,rightsstatement,format original,type,format,date digital,digitization specifications,scanner technician,metadata cataloger,metadata assistants,collection administrator,filename,latitude,longitude,oclc number,cdm_url,cdmid,objectid,display_template,filename2,object_location,image_small,image_thumb,errors
Whitman monument,Whitman monument,"Laughlin, Kyle (1905-1984)",1952-02-14,,,monuments,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs;  Whitman Mission National Historic Site (Wash.); Historic sites -- Washington (State); National parks and reserves -- Washington (State);",Fences--Washington;,Washington,United States--Washington,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-269, Slide 99-H-003-008",99-H-003-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF",Kevin Dobbins,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.040934,-118.462186,669840405,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/693,693,spec_kl693,image,spec_kl693.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl693.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl693_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl693_th.jpg,
"Wilbur Westberg (Idaho), 1959 [1]",Wilbur Westberg harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,farmers,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Photography of farms;",Farmers--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-261, Slide 99-C-261-011",99-C-261-011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669838616,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1041,1041,spec_kl1041,image,spec_kl1041.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1041.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1041_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1041_th.jpg,
"Wilbur Westberg (Idaho), 1959 [2]",Views of Wilbur Westberg harvesting on 'The Riggs Place',"Laughlin, Kyle (1905-1984)",1959-08-30,,,farmers,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Photography of farms;",Farmers--Idaho;,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-261, Slide 99-C-261-012",99-C-261-012,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842256,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1042,1042,spec_kl1042,image,spec_kl1042.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1042.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1042_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1042_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [1]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-002",99-C-260-002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842537,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1020,1020,spec_kl1020,image,spec_kl1020.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1020.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1020_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1020_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [2]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-003",99-C-260-003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842285,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1021,1021,spec_kl1021,image,spec_kl1021.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1021.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1021_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1021_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [3]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-004",99-C-260-004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669843000,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1022,1022,spec_kl1022,image,spec_kl1022.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1022.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1022_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1022_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [4]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-005",99-C-260-005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842528,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1023,1023,spec_kl1023,image,spec_kl1023.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1023.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1023_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1023_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [5]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-006",99-C-260-006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842969,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1024,1024,spec_kl1024,image,spec_kl1024.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1024.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1024_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1024_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [6]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-007",99-C-260-007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842251,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1025,1025,spec_kl1025,image,spec_kl1025.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1025.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1025_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1025_th.jpg,
"Wilbur Westberg outfit harvesting on 'The Riggs Place' (Idaho),1959 [7]",Views of Wilbur Westberg outfit harvesting on 'The Riggs Place'.,"Laughlin, Kyle (1905-1984)",1959-08-30,,,agricultural equipment,"Laughlin, Kyle E., 1905-1984; Northwest, Pacific -- Photographs; Farms -- Idaho; Wheat; Photography of farms; Wheat -- Harvesting; Combines (Agricultural machinery); Farm equipment;",Harvesting--Idaho; Combines (Agricultural machinery);,Idaho,United States--Idaho,,,"Kyle Laughlin Photograph Collection, University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/Laughlin/","PG 99, Kyle Laughlin Photographs, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","PG 099, Box 01, Sheet C-260, Slide 99-C-260-008",99-C-260-008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,120mm black and white negative,Image;StillImage,image/jpeg,2009,"150 dpi, 8-bit grayscale (displayed); Epson Expression 1640 XL Scanner, SilverFast v6.6.0r1. Jpg is digitaly enhanced in Adobe Photoshop 7.0. Archival Master file is a  1200 dpi 24-bit depth TIFF.",,Deborah Green,Kevin Dobbins,Deborah Green and Nathan Bender,,46.743852,-117.019329,669842647,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_kl/id/1026,1026,spec_kl1026,image,spec_kl1026.jpg,https://objects.lib.uidaho.edu/laughlin/spec_kl1026.jpg,https://objects.lib.uidaho.edu/laughlin/small/spec_kl1026_sm.jpg,https://objects.lib.uidaho.edu/laughlin/thumbs/spec_kl1026_th.jpg,
