file name,title,creator,description,date,date is approximate,ccc-camp-number,ccc-company-number,subject,source,location,idaho_county,latitude,longitude,format-original,digital collection,format,identifier,type,contributing institution,language,rights,rightsstatement,oclc number,date created,date modified,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
,CCC Man in Camp,Pollauf,"Photo of a CCC man sitting on a log in front of several CCC buildings at the Moscow, Idaho camp. Behind the camp is a forested hill.",1938,y,SCS-1,C-1503,portraits; log (wood); buildings (structures); hills; forests (plant communities),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_033b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/963,963,1024.jpg,/cccidaho/image/1024.jpg,cccidaho963,image,cccidaho963.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho963.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho963_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho963_th.jpg,
,CCC Man,Pollauf,Close-up photo of a CCC man. He is wearing a long-sleeved white shirt and khakis. He is also wearing a necklace. Photo is taken in front of a thicket or bush.,1938,y,SCS-1,C-1503,portraits,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_033a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/964,964,1025.jpg,/cccidaho/image/1025.jpg,cccidaho964,image,cccidaho964.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho964.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho964_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho964_th.jpg,
,CCC Man and Truck,Pollauf,A CCC man wearing a cowboy hat leaning against a truck on a road. Writing on the photo reads: 'Johnny 1938-39'.,1938,y,SCS-1,C-1503,portraits; cowboy hats; trucks,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_033c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/965,965,1026.jpg,/cccidaho/image/1026.jpg,cccidaho965,image,cccidaho965.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho965.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho965_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho965_th.jpg,
,Town Street,Pollauf,Photo of a town street with several businesses and telephone poles.  Writing under the photo reads: 'Dryden Wash'.,1938,y,SCS-1,C-1503,towns; buildings (structures); utility poles; roads,Joan Pollauf,"Dryden, Washington",,47.5405,-120.5598,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_034a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/966,966,1027.jpg,/cccidaho/image/1027.jpg,cccidaho966,image,cccidaho966.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho966.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho966_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho966_th.jpg,
,Four Men and an Airplane,Pollauf,"Four men standing in front of an airplane. Some of the men could be CCC enrollees, others could be pilots, or they could be both. Writing under the photo reads: 'Seattle, Washington'.",1938,y,SCS-1,C-1503,group portraits; airplanes; pilots,Joan Pollauf,"Seattle, Washington",,47.6054,-122.3323,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_034b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/967,967,1028.jpg,/cccidaho/image/1028.jpg,cccidaho967,image,cccidaho967.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho967.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho967_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho967_th.jpg,
,Two CCC Men on the Car Lot,Pollauf,Two men standing together for a photo in a parking lot full of cars in front of a store front. Writing on the building behind the men reads: '[]inting' 'Lightning' 'Battery' 'Storage' 'Bay'. Writing under the photo reads: 'Duck + Brandy'.,1938,y,SCS-1,C-1503,group portraits; parking lots; automobiles; buildings (structures),Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_034c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/968,968,1029.jpg,/cccidaho/image/1029.jpg,cccidaho968,image,cccidaho968.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho968.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho968_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho968_th.jpg,
,Aerial View of Seattle,Pollauf,View of Seattle from above. Writing under the photo reads: 'Seattle Washington'.,1938,y,SCS-1,C-1503,aerial views; cities,Joan Pollauf,"Seattle, Washington",,47.6054,-122.3323,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_034d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/969,969,1030.jpg,/cccidaho/image/1030.jpg,cccidaho969,image,cccidaho969.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho969.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho969_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho969_th.jpg,
,CCC Camp Sign,Pollauf,Photo of a CCC camp sign. The camp is covered in a layer of snow.,1938,y,SCS-1,C-1503,identification signs; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_035a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/970,970,1031.jpg,/cccidaho/image/1031.jpg,cccidaho970,image,cccidaho970.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho970.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho970_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho970_th.jpg,
,Two Bears in the CCC Camp,Pollauf,"Two bears are wandering through the snowy CCC camp. Small sheds, firewood, and the base of a tower can be seen behind the bears.",1938,y,SCS-1,C-1503,wildlife; firewood; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_035b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/971,971,1032.jpg,/cccidaho/image/1032.jpg,cccidaho971,image,cccidaho971.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho971.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho971_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho971_th.jpg,
,Two Bears in the CCC Camp,Pollauf,"Two bears are wandering through the snowy CCC camp. Small sheds, firewood, and the base of a tower can be seen behind the bears.",1938,y,SCS-1,C-1503,wildlife; firewood; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_035c,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/972,972,1033.jpg,/cccidaho/image/1033.jpg,cccidaho972,image,cccidaho972.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho972.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho972_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho972_th.jpg,
,CCC Camp in Winter,Pollauf,CCC building covered in snow and a flag flies in the cloudy sky.,1938,y,SCS-1,C-1503,buildings (structures); flagpoles; snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_035d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/973,973,1034.jpg,/cccidaho/image/1034.jpg,cccidaho973,image,cccidaho973.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho973.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho973_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho973_th.jpg,
,Three CCC Men and Large Machine,Pollauf,Three CCC men standing in a snowy yard in front of a CCC building. Next to the men is a large bulldozer or snow plow.,1938,y,SCS-1,C-1503,group portraits; buildings (structures); snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_036a,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/974,974,1035.jpg,/cccidaho/image/1035.jpg,cccidaho974,image,cccidaho974.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho974.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho974_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho974_th.jpg,
,Snow-covered Tree,Pollauf,A snow-covered sapling in front of a building with icicles on the roof.,1938,y,SCS-1,C-1503,trees; buildings (structures); snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_036d,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/975,975,1036.jpg,/cccidaho/image/1036.jpg,cccidaho975,image,cccidaho975.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho975.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho975_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho975_th.jpg,
,Three CCC Men and Large Machine,Pollauf,Three CCC men standing in a snowy yard in front of a CCC building. Next to the men is a large bulldozer or snow plow.,1938,y,SCS-1,C-1503,group portraits; buildings (structures); snow (precipitation); winter,Joan Pollauf,"Moscow, Idaho",Latah County,46.7152,-117.003,photograph,Idaho Civilian Conservation Corps,image/jpeg,John_Pollauf_SCS-1_036b,Image;StillImage,Joan Pollauf,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/976,976,1037.jpg,/cccidaho/image/1037.jpg,cccidaho976,image,cccidaho976.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho976.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho976_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho976_th.jpg,
,Three CCC Men,Mike McKinney,Three CCC men sitting on a log railing in front of a low building in a CCC Camp. Writing below the photo reads: 'Mike and Frank and Me'.,1939,,F-168,C-202,group portraits,Mike McKinney,Nez Perce National Forest; Salmon River,Valley County,44.8915,-115.713,print,Idaho Civilian Conservation Corps,image/jpeg,McKinney_04-1,Image;StillImage,,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/977,977,1038.jpg,/cccidaho/image/1038.jpg,cccidaho977,image,cccidaho977.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho977.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho977_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho977_th.jpg,
,Hot Springs,Mike McKinney,Hot springs swimming pool at Warm Lake. Writing on the photo reads: 'Hot Springs Warm Lake IDA'.,1939,,,C-202,recreation; swimming; hot springs; automobiles,Mike McKinney,Nez Perce National Forest,Valley County,44.6462,-115.6708,print,Idaho Civilian Conservation Corps,image/jpeg,McKinney_05-1,Image;StillImage,,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/978,978,1039.jpg,/cccidaho/image/1039.jpg,cccidaho978,image,cccidaho978.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho978.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho978_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho978_th.jpg,
,Mike McKinney Family Photographs,Mike McKinney,Children portraits from the McKinney Family. Writing on Album Page reads: 'Mike and family photos'.,1920,y,,,portraits; infants,Mike McKinney,Warm Lake,,,,print,Idaho Civilian Conservation Corps,image/jpeg,McKinney_02-7,Image;StillImage,,eng,"Material determined to be in Public Domain based on date of publication. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",https://creativecommons.org/publicdomain/mark/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/979,979,1040.jpg,/cccidaho/image/1040.jpg,cccidaho979,image,cccidaho979.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho979.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho979_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho979_th.jpg,
,Mike McKinney Portrait,Mike McKinney,Portrait of Mike McKinney. Writing on Album Page reads: 'Mike and family photos'.,1939,,,,portraits,Mike McKinney,,,,,print,Idaho Civilian Conservation Corps,image/jpeg,McKinney_02-2,Image;StillImage,,eng,"In Copyright - Educational Use Permitted. Please note these materials are not held by University of Idaho Library Special Collections and Archives. For more information, please contact the institution listed in the Source.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,2016-08-12,2016-08-12,http://digital.lib.uidaho.edu:80/cdm/ref/collection/cccidaho/id/980,980,1041.jpg,/cccidaho/image/1041.jpg,cccidaho980,image,cccidaho980.jpg,https://objects.lib.uidaho.edu/cccidaho/cccidaho980.jpg,https://objects.lib.uidaho.edu/cccidaho/small/cccidaho980_sm.jpg,https://objects.lib.uidaho.edu/cccidaho/thumbs/cccidaho980_th.jpg,
