title,photographer,description,date,date_approximate,subject (lcsh),subject,location,features,latitude,longitude,source,identifier,rights,rightsstatement,type,format,language,moscow number,fs number,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
The measurements of the several factors of fire danger,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","Section title: ""The measurements of the several factors of fire danger illustrated in the foregoing pictures.""",1935,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Looking Glass fire lookout,,"Bonner County, Idaho",Priest River Experimental Forest; Looking Glass fire lookout,48.34944444,-116.7561111,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum29,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3044,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/361,361,expforsav361,image,expforsav361.jpg,https://objects.lib.uidaho.edu/expforest/expforsav361.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav361_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav361_th.jpg,
The Forest Rangers keep accurate comparable records of the important factors of fire danger,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","The Forest Rangers keep accurate comparable records of the important factors of fire danger. The records of wind duff or wood moisture and the class of danger are plotted daily on a standard chart form. At Priest River additional records of fuel moisture reveal differences in inflammability in the full sun under half shade and under the full shade of a dense timber canopy.""  J.B. Thompson.",1935,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,"Bonner County, Idaho",Priest River Experimental Forest Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum30,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3045,309735,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/362,362,expforsav362,image,expforsav362.jpg,https://objects.lib.uidaho.edu/expforest/expforsav362.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav362_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav362_th.jpg,
Panoramic view of the Headquarters site in Moscow [01],K.P. Davis,3 photos taken to create the panoramic view of the Headquarters site in Moscow #'s 676 and 677.,1935,yes,United States--Idaho--Kootenai County--Deception Creek Experimental Forest Headquarters Site,,"Kootenai County, Idaho",Deception Creek Experimental Forest Headquarters Site,47.72722222,-116.4819444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",Deception Creek Experimental ForestHeadquartersPan1,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,675,312585 & 312584 & 312583,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/363,363,expforsav363,image,expforsav363.jpg,https://objects.lib.uidaho.edu/expforest/expforsav363.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav363_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav363_th.jpg,
Two-way voice radio is used to broadcast fire danger measurements to field stations and to report to the Regional office,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","The Forest Service, two-way voice radio is used to broadcast fire danger measurements to field stations and to report to the Regional office. As these reports are based on similar measurements at all stations they are fully comparable. This ranger is reporting Class 3 danger, resulting from a 7-mile wind, visibility over 8 miles, minimum humidity 21%, and a fuel moisture of 12%. J.B. Thompson pictured.",1935,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,"Bonner County, Idaho",Priest River Experimental Forest Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum31,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3046,309736,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/364,364,expforsav364,image,expforsav364.jpg,https://objects.lib.uidaho.edu/expforest/expforsav364.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav364_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav364_th.jpg,
The device illustrates the most important factors of fire danger into a rating on a scale of 1 to 7,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","The device illustrated here, and shown in the ranger's hands on the last photograph, integrates the several most important factors of fire danger into a rating on a scale of 1 to 7.  As illustrated here, the meter shows Class 4 danger for any day between June 16 and July 10 if there has been no recent lightning, if visibility is 8 miles, fuel moisture 5% to 7%, wind 8 to 12 m.p.h., and humidity above 15%.",1935,,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,"Bonner County, Idaho",Priest River Experimental Forest Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum32,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3047,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/365,365,expforsav365,image,expforsav365.jpg,https://objects.lib.uidaho.edu/expforest/expforsav365.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav365_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav365_th.jpg,
Chart illustrates the type of record kept by the forest ranger and supervisors,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970","This chart illustrates the type of record kept by the forest ranger and supervisors. The fire control action needed to meet each of the seven classes of fire danger is described on the Fire Danger Meter, previously illustrated.",1935,,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,"Bonner County, Idaho",Priest River Experimental Forest Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum33,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3048,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/366,366,expforsav366,image,expforsav366.jpg,https://objects.lib.uidaho.edu/expforest/expforsav366.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav366_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav366_th.jpg,
Clear cut station,"Thompson, J. B.","Clear cut station, February 23, 1932.",1932-02-23,,United States--Idaho--Bonner County--Priest River Experimental Station--Clear Cut inflammability station,,"Bonner County, Idaho",Priest River Experimental Station; Clear Cut inflammability station,48.34416667,-116.8413889,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",32CCStation,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,1243,266058,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/367,367,expforsav367,image,expforsav367.jpg,https://objects.lib.uidaho.edu/expforest/expforsav367.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav367_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav367_th.jpg,
Differences in air temperature and humidity caused by different amounts of shade,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",Differences in air temperature and humidity caused by different amounts of shade.,1935,,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,"Bonner County, Idaho",Priest River Experimental Forest Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum34,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3049,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/368,368,expforsav368,image,expforsav368.jpg,https://objects.lib.uidaho.edu/expforest/expforsav368.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav368_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav368_th.jpg,
Label introducing the paired altitude/aspect stations,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",Label introducing the next section which discusses the paired altitude/aspect stations.,1935,yes,United States--Idaho--Bonner County--Priest River Experimental Forest--Office,,"Bonner County, Idaho",Priest River Experimental Forest Office,48.35083333,-116.8344444,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum36,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3051,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/369,369,expforsav369,image,expforsav369.jpg,https://objects.lib.uidaho.edu/expforest/expforsav369.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav369_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav369_th.jpg,
The north slope station at 2700 feet elevation,"Swan, Kenneth D. (Kenneth Dupee), 1887-1970",The north slope station at 2700 feet elevation. G. Lloyd Hayes,1935,,United States--Idaho--Bonner County--Priest Creek Experimental Station-South Ridge,,"Bonner County, Idaho",Priest Creek Experimental Station-South Ridge,48.34722222,-116.8225,"The sources for the photos in this collection were as follows: Priest River Experimental Forest, Moscow Foresty Sciences Lab, USDA-Forest Service Region 1 archive, University of Montana Library Gisborne Collection, and Ms. Susan Marsh",FireAlbum37,"Material produced by the United States Forest Service and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Image;StillImage,image/jpeg,eng,3052,309740 or 350656,http://digital.lib.uidaho.edu:80/cdm/ref/collection/expforsav/id/370,370,expforsav370,image,expforsav370.jpg,https://objects.lib.uidaho.edu/expforest/expforsav370.jpg,https://objects.lib.uidaho.edu/expforest/small/expforsav370_sm.jpg,https://objects.lib.uidaho.edu/expforest/thumbs/expforsav370_th.jpg,
