objectid,parentid,title,creator,recipient ,date,approximated_date,archival_date,description,subject,location,latitude,longitude,source,filename,identifier,type,format,format_original,findingaid,digital_collection,contributing_institution,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,object_transcript
cougar-dave_162,cougar-dave_161,,,,,,,,,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_002a.jpg,mg190_b1_f8_002a,Image;StillImage,image/jpeg,,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,,,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_002a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_002a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_002a_th.jpg,
cougar-dave_163,cougar-dave_161,,,,,,,,,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_002b.jpg,mg190_b1_f8_002b,Image;StillImage,image/jpeg,,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,,,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_002b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_002b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_002b_th.jpg,
cougar-dave_164,,Horse and Headstone,"Bolles, Warren H.",,1928-08,,August 1928,A far-shot of a horse and a solitary headstone to the right. A photograph caption of Soldiers Bar and W. H. Bolles' favorite horse Coalie.,photographs; headstones; hills; landscape; trees; horses; animals,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",,,,,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,multiple,,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_003a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_003a_th.jpg,
cougar-dave_165,cougar-dave_164,,,,,,,,,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_003a.jpg,mg190_b1_f8_003a,Image;StillImage,image/jpeg,,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,,,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_003a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_003a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_003a_th.jpg,
cougar-dave_166,cougar-dave_164,,,,,,,,,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_003b.jpg,mg190_b1_f8_003b,Image;StillImage,image/jpeg,,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,,,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_003b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_003b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_003b_th.jpg,
cougar-dave_167,,Dave Lewis and Dogs,"Bolles, Warren H.",,1928-08,,August 1928,Dave Lewis and his two dogs. A photograph caption of Uncle Dave Lewis and his dogs. ,photographs; dogs; person,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",,,,,photograph,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"Material has likely passed into public domain. Digital reproductions are made available by University of Idaho Library for educational purposes, and future use should acknowledge this repository. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/NoC-US/1.0/,multiple,,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_004a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_004a_th.jpg,
cougar-dave_168,cougar-dave_167,,,,,,,,,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_004a.jpg,mg190_b1_f8_004a,Image;StillImage,image/jpeg,,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,,,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_004a.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_004a_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_004a_th.jpg,
cougar-dave_169,cougar-dave_167,,,,,,,,,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_004b.jpg,mg190_b1_f8_004b,Image;StillImage,image/jpeg,,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,,,image,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_004b.jpg,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_004b_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_004b_th.jpg,
cougar-dave_170,,Letter from Robert M Loveland,"Loveland, Robert M.",Board of Regents,1969-12-30,,30 December 1969,A letter from Robert M. Loveland about funding a project of taped interview to a Mr. Taylor about Idaho's wilderness.,letters; interviews; recordings; funding; projects; history; wilderness,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_005.pdf,mg190_b1_f8_005,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_005.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_005_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_005_th.jpg,
cougar-dave_171,,Letter about Mr. Taylor,"Loveland, Robert M.",Friends,1970-01-02,,02 January 1970,A letter recognizing the letter recipients' hard work in Mr. Taylor's project.,letters; projects,"6003 Melrose Avenue, Hollywood, California 90038",34.08367383,-118.3312291,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_006.pdf,mg190_b1_f8_006,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_006.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_006_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_006_th.jpg,
cougar-dave_172,,Letter about Taylor Ranch,,Board of Regents,1969-12-30,,30 December 1969,A letter about Taylor Ranch and Idaho memorabilia.,letters; ranch (agricultural complexes); memorabilia,"University of Idaho, Moscow, Idaho 83843",46.72863063,-117.0066351,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_007.pdf,mg190_b1_f8_007,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_007.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_007_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_007_th.jpg,
cougar-dave_173,,Letter to the School of Forestry Historian,"Bolles, Warren H.",The School of Forestry Historian,1977-11-17,,17 November 1977,A letter to the School of Forestry Historian about the Dave Lewis Ranch and Jess Taylor.,letters; forestry; history; ranch (agricultual complexes),"School of Forestry, University of Idaho, Moscow, Idaho",46.72866706,-117.0072013,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_008.pdf,mg190_b1_f8_008,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_008.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_008_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_008_th.jpg,
cougar-dave_174,,Letter to Kenneth Sowles,"Bolles, Warren H.","Sowles, Kenneth",1977-12-11,,11 December 1977,A letter about historical documents and a visit to the Dave Lewis Ranch and Forest School on Moscow Mountain.,letters; documents; history; historical documents; ranch (agricultural complexes); schools,"College of Forestry, Moscow, Idaho",46.72866706,-117.0072013,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f8_009.pdf,mg190_b1_f8_009,Text,application/pdf,letter,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f8_009.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f8_009_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f8_009_th.jpg,
cougar-dave_175,,Trail map,,,,,undated,"A trail map titled Taylor Ranch, in Big Creek, Idaho",maps; ranch,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f9_001.pdf,mg190_b1_f9_001,Text,application/pdf,map,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f9_001.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f9_001_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f9_001_th.jpg,
cougar-dave_176,,Idaho National Forest map,Forest Service,,1930,,1930,"A map on the Idaho National Forest, Boise and Meridian area.",maps; trails,,,,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f9_002.pdf,mg190_b1_f9_002,Text,application/pdf,map,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f9_002.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f9_002_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f9_002_th.jpg,
cougar-dave_177,,56972 Affidavit of Assessment work,"Pattinson, B.L.","Taylor, Jess R.",1961-07-06,,06 July 1961,An affidavit of assessment work for Jess R. Taylor about work on Goat Creek Placer in the Big Creek Mining District in Idaho.,affidavits; assessments; certifications; records; mining,"McCall, Idaho",44.90622109,-116.1174818,"David (Cougar Dave) Lewis Papers, MG 190, University of Idaho Library Special Collections and Archives",mg190_b1_f10_001.pdf,mg190_b1_f10_001,Text,application/pdf,affidavit,https://archiveswest.orbiscascade.org/ark:/80444/xv35232/,David (Cougar Dave) Lewis Papers Collection,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/cougar-dave/mg190_b1_f10_001.pdf,https://objects.lib.uidaho.edu/cougar-dave/small/mg190_b1_f10_001_sm.jpg,https://objects.lib.uidaho.edu/cougar-dave/thumbs/mg190_b1_f10_001_th.jpg,
