objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format_original,format,finding_aid,digital_collection,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
ug135-scrapbook1-page111,Increasing Enrollments and WAMI Program Updates,Unknown,1974-9,"Newspaper clippings discussing increasing enrollments, students joining the WAMI program, and the final year trial of the WAMI program at the University of Idaho.",WAMI Program; University of Idaho; Enrollment; Students; Trial Program,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page111,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_111.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_111_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_111_th.jpg"
ug135-scrapbook1-page112,Mayo Teacher Talk at UI,Unknown,1974,A press release and newspaper clipping about a talk by C. Wayne Callaway and a bulletin about related events.,WAMI Program; University of Idaho; Lecture,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page112,Image;StillImage,Press Release and Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_112.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_112_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_112_th.jpg"
ug135-scrapbook1-page113,UW Med School Faculty to Give Workshop at UI,Unknown,1974-10-01,"A press release for a medical workshop to be offered at the University of Idaho focused on trauma, burns, and shock. Includes details on pre-registration and participating professionals.",WAMI Program; University of Idaho; Medical Course; Trauma Care,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page113,Image;StillImage,Press Release,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_113.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_113_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_113_th.jpg"
ug135-scrapbook1-page114,Medical Aid Class Readied and UW Students' Participation,Unknown,1974-10,"Newspaper clippings about the readiness of a medical aid class at UI, including course objectives and participating students and a press release about the participation of University of Washington medical students in a course at UI, detailing student names and course information.",WAMI Program; University of Idaho; Student Participation; Medical Aid; Medical Course,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page114,Image;StillImage,Press Release and Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_114.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_114_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_114_th.jpg"
ug135-scrapbook1-page115,Program Benefits Nine Gem Students,Unknown,1974-10-06,A newspaper clipping detailing the benefits of the WAMI program for nine students from various regions and the continuation of press release on UW medical students' participation.,WAMI Program; University of Idaho; Student Benefits; Medical Education,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page115,Image;StillImage,Press Release and Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_115.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_115_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_115_th.jpg"
ug135-scrapbook1-page116,Colleges to Cooperate and Advancements in Trauma Care,Unknown,1974-10,"A newspaper clipping about colleges cooperating, featuring WSU President Terrell's comments and a press release on advancements in trauma and emergency care.",WAMI Program; University of Idaho; Trauma Care; College Cooperation,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page116,Image;StillImage,Press Release and Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_116.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_116_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_116_th.jpg"
ug135-scrapbook1-page117,Medical Education and WAMI Program Updates,Unknown,1974-11-18,"Newspaper clippings on medical education initiatives in the region, WAMI Program updates, confirming it is on schedule and the future prospects of the WAMI program.",WAMI Program; University of Idaho; Medical Education,"Moscow, Idaho; Spokane, Washington",47.6588,-117.426,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page117,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_117.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_117_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_117_th.jpg"
ug135-scrapbook1-page118,UW Med School Program Praised,Unknown,1974-11-18,A newspaper clipping praising the University of Washington's medical school program and its impact on regional medical training.,WAMI Program; University of Washington; Medical School,"Spokane, Washington",47.6588,-117.426,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page118,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_118.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_118_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_118_th.jpg"
ug135-scrapbook1-page119,Medical Program Seeks State Funds and Budget Proposals,Unknown,1974-11-19,Newspaper clipping about the WAMI program seeking state funding for its continuation and expansion.,WAMI Program; State Funding; Medical Education,"Moscow, Idaho",46.73252947,-117.0017431,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page119,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_119.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_119_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_119_th.jpg"
ug135-scrapbook1-page120,Four-State Education Program Losing Funds,Unknown,1974-12-19,A newspaper clipping about the financial challenges faced by the four-state WAMI education program and the impact on medical training.,WAMI Program; Financial Challenges; Medical Education,"Spokane, Washington",47.6588,-117.426,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page120,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_120.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_120_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_120_th.jpg"
ug135-scrapbook1-page121,Board Asked to Clarify Health Education Role,Unknown,1974-12-07,A newspaper clipping addressing the board's request to clarify the health education role. A separate clipping from Lewiston Morning Tribune highlights related issues.,WAMI Program; University of Idaho; Health Education,"Boise, Idaho",43.615,-116.2023,"WWAMI collection, UG 135, University of Idaho Library Special Collections and Archives",ug135-scrapbook2-page121,Image;StillImage,Newspaper Clipping,image/jpeg,https://archiveswest.orbiscascade.org/ark:80444/xv759233,WWAMI Scrapbook,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://objects.lib.uidaho.edu/wwami/wwami_121.jpg,https://objects.lib.uidaho.edu/wwami/small/wwami_121_sm.jpg,"https://objects.lib.uidaho.edu/wwami/thumbs/wwami_121_th.jpg"
