title,description,creator,recipient,point of origin,date,date is approximate,subject,latitude,longitude,source,identifier,rights,rightsstatement,format original,type,format,language,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,object_transcript
Train 858 Moving East,A photograph of Train 858 spreading ballast heading East of Cottonwood.,"Leiterman, Ray",,,1976-07-26,,freight trains,46.048568,-116.349382,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_029,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/251,251,189.jp2,/riegger/image/189.jp2,riegger251,image,riegger251.jpg,https://objects.lib.uidaho.edu/riegger/riegger251.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger251_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger251_th.jpg,
Snowplow Pilot,Snowplow pilot on UP GPg No. 246.,"Sullivan, Todd",,,1976-07-26,,freight trains; railroads (infrastructure); snowplows; cars; buildings,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F29_006,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/252,252,269.jp2,/riegger/image/269.jp2,riegger252,image,riegger252.jpg,https://objects.lib.uidaho.edu/riegger/riegger252.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger252_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger252_th.jpg,
"NP's ""Minnetonka""","A photograph of Northern Pacific Train Engine, nicknamed 'Minnetonka' at St. Paul","Nixon, Ron",,,1950-05-22,,freight trains; railroads (infrastructure),44.953791,-93.089308,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_008,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/253,253,177.jp2,/riegger/image/177.jp2,riegger253,image,riegger253.jpg,https://objects.lib.uidaho.edu/riegger/riegger253.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger253_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger253_th.jpg,
"Letter from Bruce Butler to Hal Riegger, November 18, 1984",Correspondence between Bruce Butler and Hal Riegger regarding a Washington Northern Idaho Railroad map.,"Butler, Bruce","Riegger, Hal",United States; Washington; Spokane County; Spokane;,1984-11-02,,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_034,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/254,254,463.pdf,/riegger/image/463.pdf,riegger254,pdf,riegger254.pdf,https://objects.lib.uidaho.edu/riegger/riegger254.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger254_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger254_th.jpg,
Camas Prairie Snowy East Lewiston Tracks,A photograph of the snowy train tracks of the Camas Prairie Railroad in East Lewiston.,,,,1964-12-01,,freight trains,46.400485,-117.00087,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F14_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/255,255,95.jp2,/riegger/image/95.jp2,riegger255,image,riegger255.jpg,https://objects.lib.uidaho.edu/riegger/riegger255.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger255_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger255_th.jpg,
"Letter to Hal Riegger, February 16, 1984","Correspondence to Hal Riegger describing information on a collection of at least 40 photographs, but could be upwards of 60 when looking at the number system. Based on past correspondence, the author is likely Al Butler, but his name is not included in the letter anywhere, nor anyone else's other than Hal.",,"Riegger, Hal",United States; Idaho,1984-02-16,yes,freight trains; letters (correspondence),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F01_014,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/256,256,3.pdf,/riegger/image/3.pdf,riegger256,pdf,riegger256.pdf,https://objects.lib.uidaho.edu/riegger/riegger256.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger256_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger256_th.jpg,
NP Engine 1506 In the Snow At Grangeville [1],Northern Pacific Train Engine 1506 stuck in the snow on the Grangeville line in the winter of 1950. Several workers are pictured trying to dig it out of the snow.,"Rikerd, Maynard",,,1905-05-03,,freight trains; railroads (infrastructure),46.235631,-116.241221,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_022,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/257,257,92.jp2,/riegger/image/92.jp2,riegger257,image,riegger257.jpg,https://objects.lib.uidaho.edu/riegger/riegger257.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger257_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger257_th.jpg,
Union Pacific No. 3154 at Night [4],Union Pacific freight train No. 3154 passing over a bridge at night.,Everett Watson,,,1984-08-22,,freight trains; railroads (infrastructure); trestles; bridges; informational signs; signal lights,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F31_007,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/258,258,247.jp2,/riegger/image/247.jp2,riegger258,image,riegger258.jpg,https://objects.lib.uidaho.edu/riegger/riegger258.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger258_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger258_th.jpg,
Camas Prairie Railroad Map,A map of the Grangeville Branch of the Camas Prairie Railroad.,,,United States; Idaho; Idaho County;,,,historical maps; location maps; line-route maps,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F06_010,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,image;stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/259,259,296.jp2,/riegger/image/296.jp2,riegger259,image,riegger259.jpg,https://objects.lib.uidaho.edu/riegger/riegger259.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger259_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger259_th.jpg,
Description of Photographs,"A transcript of a conversation between Hal Riegger and Earl Cash regarding the photographs taken of the Camas Prairie Railroad, and consequent context.","Cash, Earl",,,1981,,freight trains; railroads (infrastructure),,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F16_060,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,Text,application/pdf,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/260,260,371.pdf,/riegger/image/371.pdf,riegger260,pdf,riegger260.pdf,https://objects.lib.uidaho.edu/riegger/riegger260.pdf,https://objects.lib.uidaho.edu/riegger/small/riegger260_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger260_th.jpg,
NP 1521 Switching At Craigmont [1],A photograph of Northern Pacific Train Engine 1521 switching with NP&I Engine 9 at Craigmont to take Engine 4 all the way to Lewiston.,"Nixon, Ron",,,1951-05-22,,freight trains; railroads (infrastructure),46.241535,-116.467331,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_022,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/261,261,70.jp2,/riegger/image/70.jp2,riegger261,image,riegger261.jpg,https://objects.lib.uidaho.edu/riegger/riegger261.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger261_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger261_th.jpg,
Actors at Craigmont Junction,"A photograph of actors on the set of ""Breakheart Pass"" at Craigmont Junction. According to an interview with Bill Clem, the Native American actors were members of the Nez Perce tribe from Lapwai.","Clem, Bill",,,1975,yes,color photographs; freight trains; films; native americans; nez perce,46.240795,-116.470998,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F17_005,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/262,262,236.jp2,/riegger/image/236.jp2,riegger262,image,riegger262.jpg,https://objects.lib.uidaho.edu/riegger/riegger262.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger262_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger262_th.jpg,
UP 2211 On the Way To Headquarters [1],Union Pacific Train Engine 2211 on the Camas Prairie Railroad North of Orofino on the way to Headquarters.,"Rikerd, Maynard",,,1905-05-25,yes,freight trains; railroads (infrastructure),46.22682,-116.029601,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F26_018,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/263,263,27.jp2,/riegger/image/27.jp2,riegger263,image,riegger263.jpg,https://objects.lib.uidaho.edu/riegger/riegger263.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger263_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger263_th.jpg,
Locomotive Crane Lifting Logs,"A photograph of a locomotive crane lifting wood at the unloading dock in Potlatch, Idaho.",Gruber,,,1927-07-20,,construction (assembling); freight trains; railroads (infrastructure),46.642283,-115.804161,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F18_005,"No Copyright. Material made available by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/264,264,271.jp2,/riegger/image/271.jp2,riegger264,image,riegger264.jpg,https://objects.lib.uidaho.edu/riegger/riegger264.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger264_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger264_th.jpg,
N.P. Railroad Track Laying Records,A copy of the track laying records for the Northern Pacific Railroad spanning from 1879 to 1945,,,United States;,1879,,railroads (infrastructure); administrative records,,,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F07_001,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/265,265,490.jp2,/riegger/image/490.jp2,riegger265,image,riegger265.jpg,https://objects.lib.uidaho.edu/riegger/riegger265.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger265_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger265_th.jpg,
President Lux and George Ernstrom,"A photograph of President Lux (left) signing away train engine 684 in the private car of George Ernstrom (right), Northern Pacific's General Mechanical Superintendent.","Nixon, Ron",,,1951-04-15,,freight trains; railroads (infrastructure),46.242196,-116.472788,"MG 183 Hal Riegger Papers, 1981-1986",MG183_F25_013,"In Copyright – Educational Use Permitted. Digital reproduction rights assigned to University of Idaho Library by source. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Photograph,Image;Stillimage,image/jpeg,eng,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/riegger/id/266,266,392.jp2,/riegger/image/392.jp2,riegger266,image,riegger266.jpg,https://objects.lib.uidaho.edu/riegger/riegger266.jpg,https://objects.lib.uidaho.edu/riegger/small/riegger266_sm.jpg,https://objects.lib.uidaho.edu/riegger/thumbs/riegger266_th.jpg,
